,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,prereserve_doi,publication_date,publication_type,title,upload_type,files,notes,references,xml_id,format
108,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Andresen, Melanie'}, {'affiliation': 'Hochschule für Angewandte Wissenschaften Hamburg', 'name': 'Begerow, Anke'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Franken, Lina'}, {'affiliation': 'Hochschule für Angewandte Wissenschaften Hamburg', 'name': 'Gaidys, Uta'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Koch, Gertraud'}, {'affiliation': 'Universität Hamburg, Deutschland', 'name': 'Zinsmeister, Heike'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621932,"['DHd2020', 'Interpretation', 'Kollokationen', 'Syntax']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621932', 'recid': 4621932}",2020-02-20,conferencepaper,Syntaktische Profile für Interpretationen jenseits der Textoberfläche,publication,"['249_final-ANDRESEN_Melanie_Syntaktische_Profile_f_r_Interpretationen_j.pdf', '249_final-ANDRESEN_Melanie_Syntaktische_Profile_f_r_Interpretationen_j.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],249_final-ANDRESEN_Melanie_Syntaktische_Profile_f_r_Interpretationen_j,Vortrag
109,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Passau, Deutschland', 'name': 'Donig, Simon'}, {'affiliation': 'Universität Passau, Deutschland', 'name': 'Maria, Christoforaki'}, {'affiliation': 'Universität Sankt Gallen, CH; Universität Passau, Deutschland', 'name': 'Bernhard, Bermeitinger'}, {'affiliation': 'Universität Sankt Gallen, CH; Universität Passau, Deutschland', 'name': 'Handschuh, Siegfried'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621934,"['DHd2020', 'Objektklassifizierung', 'Granularität', 'Distributional Semantics']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621934', 'recid': 4621934}",2020-02-20,conferencepaper,Multimodaler Bedeutungstransfer vom Text zum Bild. Granulare Bildklassifikation durch Verteilungssemantik.,publication,"['250_final-DONIG_Simon_Multimodaler_Bedeutungstransfer_vom_Text_zum_Bil.pdf', '250_final-DONIG_Simon_Multimodaler_Bedeutungstransfer_vom_Text_zum_Bil.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],250_final-DONIG_Simon_Multimodaler_Bedeutungstransfer_vom_Text_zum_Bil,Vortrag
110,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Graz, Österreich', 'name': 'Schneider, Gerlinde'}, {'affiliation': 'Universität Graz, Österreich', 'name': 'Vasold, Gunter'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621936,"['DHd2020', 'Repositorium', 'Textressourcen', 'Nachnutzung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621936', 'recid': 4621936}",2020-02-20,conferencepaper,Erweiterung eines Forschungsdatenrepositoriums um ein Modul für die Nachnutzbarkeit und Analyse von Textressourcen,publication,"['251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito.pdf', '251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito,Posterpräsentation
111,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Annisius, Marie'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Burr, Elisabeth'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Fußbahn, Ulrike'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621938,"['DHd2020', 'Sommeruniversität', 'Digital Humanities', 'Sprachwissenschaft', 'Sprachressourcen']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621938', 'recid': 4621938}",2020-02-20,conferencepaper,"Ein Spielraum der Digital Humanities: Die Europäische Sommeruniversität ""Kulturen & Technologien""",publication,"['252_final-BURR_Elisabeth_Ein_Spielraum_der_Digital_Humanities__Die_Eur.pdf', '252_final-BURR_Elisabeth_Ein_Spielraum_der_Digital_Humanities__Die_Eur.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],252_final-BURR_Elisabeth_Ein_Spielraum_der_Digital_Humanities__Die_Eur,Posterpräsentation
112,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Stadler, Peter'}, {'affiliation': 'Goethe-Universität Frankfurt am Main, Deutschland', 'name': 'Bohl, Benjamin W.'}, {'affiliation': 'MITH, University of Maryland, College Park, MD, USA', 'name': 'Viglianti, Raffaele'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621940,"['DHd2020', 'ODD', 'Schemaspezifikation', 'digitale Editionsrichtlinien', 'TEI', 'MEI']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621940', 'recid': 4621940}",2020-02-20,conferencepaper,Einführung in TEI-ODD,publication,"['254_final-BOHL_Benjamin_W__Einf_hrung_in_TEI_ODD.pdf', '254_final-BOHL_Benjamin_W__Einf_hrung_in_TEI_ODD.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],254_final-BOHL_Benjamin_W__Einf_hrung_in_TEI_ODD,Workshop
113,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Goethe-Universität Frankfurt am Main, Deutschland', 'name': 'Faßhauer, Vera'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621942,"['DHd2020', 'Big Data', 'Distant Reading', 'Self-Tracking', 'historische Datenerfassung']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621942', 'recid': 4621942}",2020-02-20,conferencepaper,"Der Datenpool eines frühneuzeitlichen Self-Trackers, oder: Johann Christian Senckenbergs ""Observationes"". Ein Distant Reading-Zugang",publication,"['255_final-FASSHAUER_Vera_Der_Datenpool_eines_fr_hneuzeitlichen_Self_Tr.pdf', '255_final-FASSHAUER_Vera_Der_Datenpool_eines_fr_hneuzeitlichen_Self_Tr.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],255_final-FASSHAUER_Vera_Der_Datenpool_eines_fr_hneuzeitlichen_Self_Tr,Posterpräsentation
114,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Zentrum für Informationsmodellierung, Universität Graz, Österreich; Austrian Center for Digital Humanities, Österreichische Akademie der Wissenschaften', 'name': 'Vogeler, Georg'}, {'affiliation': 'Austrian Center for Digital Humanities, Österreichische Akademie der Wissenschaften', 'name': 'Schlögl, Matthias'}, {'affiliation': 'Zentrum für Informationsmodellierung, Universität Graz, Österreich', 'name': 'Vasold, Gunter'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621944,"['DHd2020', 'Prosopographie', 'RESTful API', 'Biographie']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621944', 'recid': 4621944}",2020-02-20,conferencepaper,Prosopographische Interoperabilität – Stand der Dinge,publication,"['257_final-VOGELER_Georg_Prosopographische_Interoperabilit_t___Stand_de.pdf', '257_final-VOGELER_Georg_Prosopographische_Interoperabilit_t___Stand_de.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],257_final-VOGELER_Georg_Prosopographische_Interoperabilit_t___Stand_de,Posterpräsentation
115,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Ruhr-Universität Bochum, Deutschland', 'name': 'Reiners, Stefan'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621946,"['DHd2020', 'Psychologiegeschichte', 'Philosophie', 'Zeitschriftenforschung', 'Topic Modeling']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621946', 'recid': 4621946}",2020-02-20,conferencepaper,"""Ein lebendiges psychologisches Parlament"". Lazarus' und Steinthals Zeitschrift für Völkerpsychologie und Sprachwissenschaft.",publication,"['259_final-REINERS_Stefan_Doctoral_Consortium__Stefan_Reiners.pdf', '259_final-REINERS_Stefan_Doctoral_Consortium__Stefan_Reiners.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],259_final-REINERS_Stefan_Doctoral_Consortium__Stefan_Reiners,Doctoral Consortium
116,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Geißler, Nils'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621948,"['DHd2020', 'CIDOC CRM', 'performative kulturelle Objekte', 'Film & Video']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621948', 'recid': 4621948}",2020-02-20,conferencepaper,"Der Haken von Frazier, der Ali 1971 zu Boden schickte, hat jetzt eine URI: Zur Modellierung, Transkription und Visualisierung performativer kultureller Objekte",publication,"['260_final-GEISSLER_Nils_Der_Haken_von_Frazier__der_Ali_1971_zu_Boden_s.pdf', '260_final-GEISSLER_Nils_Der_Haken_von_Frazier__der_Ali_1971_zu_Boden_s.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],260_final-GEISSLER_Nils_Der_Haken_von_Frazier__der_Ali_1971_zu_Boden_s,Posterpräsentation
117,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Hochschule Luzern, Schweiz', 'name': 'Weiberg, Birk'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich', 'name': 'Illmayer, Klaus'}, {'affiliation': 'Staats- und Universitätsbibliothek Dresden, Deutschland', 'name': 'Bicher, Katrin'}, {'affiliation': 'Universität Greifswald, Deutschland', 'name': 'Nieden, Gesa zur'}, {'affiliation': 'JMU Würzburg, Deutschland', 'name': 'Dennerlein, Katrin'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621950,"['DHd2020', 'Ontologies', 'Metadata', 'Databases', 'Conversion', 'Discovering', 'Gathering']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621950', 'recid': 4621950}",2020-02-20,conferencepaper,Datamodelling Drama and (Musical)theater,publication,"['261_final-DENNERLEIN_Katrin_Datamodelling_Drama_and__Musical_theater.pdf', '261_final-DENNERLEIN_Katrin_Datamodelling_Drama_and__Musical_theater.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],261_final-DENNERLEIN_Katrin_Datamodelling_Drama_and__Musical_theater,Panel
118,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Graz, Österreich', 'name': 'Saric, Sanja'}, {'affiliation': 'Universität Graz, Österreich', 'name': 'Scholger, Martina'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621952,"['DHd2020', 'Topic Modeling', 'Briefkorpus', 'Hugo Schuchardt', 'Lemmatisierung', 'Evaluierung von Tools']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621952', 'recid': 4621952}",2020-02-20,conferencepaper,Topic Modeling der Hugo-Schuchardt-Korrespondenz – Möglichkeiten und Grenzen,publication,"['263_final-SARIC_Sanja_Topic_Modeling_der_Hugo_Schuchardt_Korrespondenz.pdf', '263_final-SARIC_Sanja_Topic_Modeling_der_Hugo_Schuchardt_Korrespondenz.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],263_final-SARIC_Sanja_Topic_Modeling_der_Hugo_Schuchardt_Korrespondenz,Posterpräsentation
119,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Humboldt-Universität zu Berlin, Deutschland', 'name': 'Wagner, Sarah'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621954,"['DHd2020', 'Semantische Datenmodellierung', 'Kunstkammer', 'Interpretation']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621954', 'recid': 4621954}",2020-02-20,conferencepaper,Unsichtbares sichtbar machen - semantische Modellierung interpretativer Vorgänge am Beispiel der historischen Bestandsaufnahme der Brandenburgisch-Preußischen Kunstkammern,publication,"['265_final-WAGNER_Sarah_Unsichtbares_sichtbar_machen___semantische_Mode.pdf', '265_final-WAGNER_Sarah_Unsichtbares_sichtbar_machen___semantische_Mode.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],265_final-WAGNER_Sarah_Unsichtbares_sichtbar_machen___semantische_Mode,Vortrag
120,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Universität Paderborn', 'name': 'Vera, Grund'}, {'affiliation': 'Folkwang Universität der Künste Essen', 'name': 'Henner, Drewes'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621956,"['DHd2020', 'Bewegungsanimation', 'Tanz', 'Musik']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621956', 'recid': 4621956}",2020-02-20,conferencepaper,"Wiener Ballette <Tanz Musik=""mei"" Bild=""jpg"" Text=""tei"" Bewegung=""?""/>",publication,"['266_final-GRUND_Vera_Wiener_Ballette.pdf', '266_final-GRUND_Vera_Wiener_Ballette.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],266_final-GRUND_Vera_Wiener_Ballette,Posterpräsentation
121,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'LMU München, Deutschland', 'name': 'Albers, Laura'}, {'affiliation': 'HS Mainz, Deutschland', 'name': 'Große, Peggy'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621958,"['DHd2020', 'CIDOC CRM', 'Deutschordensresidenz', '3D-Modell']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621958', 'recid': 4621958}",2020-02-20,conferencepaper,Modellierung von Annahmen als Basis für Rekonstruktionen von Architektur,publication,"['267_final-ALBERS_Laura_Modellierung_von_Annahmen_als_Basis_f_r_Rekonst.pdf', '267_final-ALBERS_Laura_Modellierung_von_Annahmen_als_Basis_f_r_Rekonst.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],267_final-ALBERS_Laura_Modellierung_von_Annahmen_als_Basis_f_r_Rekonst,Posterpräsentation
122,open,"[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]",DHd 2020,02.03.2020 - 06.03.2020,Paderborn,"DHd 2020 Spielräume: Digital Humanities zwischen Modellierung und Interpretation. 7. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""",https://www.dhd2020.dig-hum.de/,"[{'affiliation': 'Lehrstuhl für Digital Humanities, Universität Trier', 'name': 'Schöch, Christof', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]","[{'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich', 'name': 'Resch, Claudia'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Österreich', 'name': 'Rastinger, Nina'}]",A single abstract from the DHd-2020 Book of Abstracts.,10.5281/zenodo.4621960,"['DHd2020', 'Edition', 'Rezension', 'Nutzer*innen']",CC-BY-4.0,"{'doi': '10.5281/zenodo.4621960', 'recid': 4621960}",2020-02-20,conferencepaper,Digitale Editionen im Spannungsfeld zwischen Formalisierung und Interpretation: Rezensionen der Online-Zeitschrift RIDE als Gradmesser für die Zukunft,publication,"['268_final-RESCH_Claudia_Digitale_Editionen_im_Spannungsfeld_zwischen_F.pdf', '268_final-RESCH_Claudia_Digitale_Editionen_im_Spannungsfeld_zwischen_F.xml']","Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema ""Nachname, Vorname"" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig.",['https://doi.org/10.5281/zenodo.3666690'],268_final-RESCH_Claudia_Digitale_Editionen_im_Spannungsfeld_zwischen_F,Posterpräsentation
